captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate
image (question),UUJMH,UUJMH,1,5.15,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),NS6YK,NS6YK,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),8MH8R,8MH8R,1,7.24,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),PTRTX,PTRTX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),XV3SS,XV3SS,1,6.95,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),BTSUE,BTSUE,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),QXYR6,SQBQ3,0,6.17,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),ZN4ZU,ZN4ZU,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),YTB69,YTB69,1,5.86,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),229WP,229WP,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),7NC85,7NC85,1,5.43,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),FTSZH,FTSZH,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),9QZPN,9QZPN,1,5.42,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),J7ZD3,J7ZD3,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),76HCV,76HCV,1,7.92,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),BZNHG,BZNHG,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),9H7UU,69SPJ,0,4.66,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),TUZFX,TUZFX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),98X3L,98X3L,1,5.1,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),FTHH5,FTHH5,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),7T8TE,7T8TE,1,5.31,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),CQMT4,CQMT4,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),XV5G2,XV5G2,1,4.52,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),G7K7G,D9RHV,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),G7T2N,G7T2N,1,5.16,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),M6Q3Z,M6Q3Z,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),MPUHE,MPUHE,1,7.09,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),ZKGHU,ZKGHU,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),WXJ48,WXJ48,1,6.23,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),ZMETF,8S4C4,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),BAEWC,BAEWC,1,6.54,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),MVXVR,MVXVR,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),TPAZT,TPAZT,1,8.69,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),X37DD,X37DD,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),VJM3C,VJM3C,1,4.7,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),YK4C9,YK4C9,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),CNTBA,CNTBA,1,8.92,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),WL996,WL996,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),6YUJ7,UB7L8,0,9.3,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),U2YNC,U2YNC,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),U5XTN,U5XTN,1,9.92,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),ZS9BP,ZS9BP,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),28N2A,HTNFU,0,6.15,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),N2KHC,N2KHC,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),YWZLD,2DCPT,0,6.11,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),SDCTV,SDCTV,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),AP2ZT,AP2ZT,1,4.19,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),NEKRC,NEKRC,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),K3M8Z,K3M8Z,1,4.37,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),DK8LV,DK8LV,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),P4WVK,L88KY,0,4.41,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),RUHN4,RUHN4,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),7G9F2,YQKY4,0,6.23,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),3PRWH,3PRWH,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),PNQVU,PNQVU,1,9.44,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),YT3M6,YT3M6,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),7DHXF,7DHXF,1,9.89,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),XN28P,XN28P,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),HZTYH,HZTYH,1,8.41,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),USMAD,USMAD,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),C4ZML,C4ZML,1,5.44,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),DZQCB,DZQCB,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),5WXF9,5WXF9,1,6.86,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),LPQ3W,LPQ3W,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),PAVGU,PAVGU,1,4.5,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),JY3U3,JY3U3,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),LQJ5S,LQJ5S,1,5.72,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),NDMQF,NDMQF,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),KVCED,KVCED,1,5.61,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),ENVUP,ENVUP,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),YW9TR,YW9TR,1,8.89,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),V58RG,SRXP4,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),RCA2K,RCA2K,1,5.02,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),2U2RS,2U2RS,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),24M4B,24M4B,1,4.53,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),PZWH5,PZWH5,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),M4Q92,M4Q92,1,8.16,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),Y5VPV,Y5VPV,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),3UTVF,3UTVF,1,7.01,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),8S64E,8S64E,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),95E5H,95E5H,1,4.73,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),4NEWW,4NEWW,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),W6CSJ,W6CSJ,1,6.42,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),U55C9,U55C9,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),MCTGP,MCTGP,1,5.26,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),KTE53,KTE53,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),BW4A7,BW4A7,1,3.0,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),8GYEW,8GYEW,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),6CMCX,6CMCX,1,5.77,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),KYHWY,KYHWY,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),CUSQA,PECNZ,0,9.92,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),DL6E2,DL6E2,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),XCUVF,XCUVF,1,7.4,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),EPX5C,EPX5C,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),DZMP3,DZMP3,1,3.59,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),TVV2Y,TVV2Y,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),GVGNW,GVGNW,1,3.79,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),RVS99,RVS99,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),5UMX2,5UMX2,1,3.47,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),JBB3S,JBB3S,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),2PNWT,2PNWT,1,5.17,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),SG3TN,SG3TN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),WWKP8,WWKP8,1,3.6,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),PQVKZ,PQVKZ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),AEARM,FE2J6,0,8.05,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),2A3JC,WRSB5,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),FF26X,FF26X,1,6.56,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),B5HRN,B5HRN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),8B3YW,8B3YW,1,5.91,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),ZJCMS,ZJCMS,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),398CQ,CQMK3,0,5.17,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),ZHM99,ZHM99,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),T3E7A,T3E7A,1,8.88,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),68AX5,68AX5,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),G9P89,G9P89,1,3.65,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),76SYM,76SYM,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),DE4CU,DE4CU,1,3.91,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),K57N4,K57N4,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),JCG2U,JCG2U,1,6.15,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),LDM2Q,LDM2Q,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),DFX4Y,DFX4Y,1,9.0,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),EY8NB,EY8NB,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),9ANQZ,9ANQZ,1,3.71,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),3DB2H,3DB2H,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),MWWUJ,MWWUJ,1,3.45,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),6QE64,6QE64,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),8B7PZ,8B7PZ,1,7.78,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),FGFJ6,FGFJ6,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),VWR6R,VWR6R,1,3.96,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),G6SW3,3MTR7,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),SNFLH,SNFLH,1,9.94,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),S299D,S299D,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),T3Z28,M45FU,0,8.58,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),3Y7AY,3Y7AY,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),UG96R,UG96R,1,3.27,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),BVARL,BVARL,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),EY75L,EY75L,1,7.93,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),EDSMC,NDKEF,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),838WF,838WF,1,9.5,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),3HUFK,3HUFK,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),FAYU5,FAYU5,1,7.22,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),78HU7,78HU7,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),CMLW8,CMLW8,1,8.11,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),LAGYM,LAGYM,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),BQPFP,BQPFP,1,5.63,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),43U2H,43U2H,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),5KL8C,C89L9,0,4.13,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),6YPWV,6YPWV,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),DGGYZ,DGGYZ,1,7.62,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),KDNTR,KDNTR,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),PKXVG,PKXVG,1,7.47,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),9RD3R,9RD3R,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),WNMNF,WNMNF,1,6.26,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),HJB2X,HJB2X,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),3P2HB,T5R6R,0,5.93,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),C6YS6,C6YS6,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),VD2F9,P9P9W,0,3.88,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),4J77C,4J77C,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),T5S7A,T5S7A,1,6.66,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),PPEU2,PPEU2,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),UDKTM,UDKTM,1,7.58,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),URFNV,URFNV,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),B6LHZ,4KJRY,0,3.14,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),D5E9Q,D5E9Q,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),PWGG4,PWGG4,1,6.62,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),MB3CY,MB3CY,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),56AG4,56AG4,1,6.2,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),7YJ4S,7YJ4S,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),XHRQ8,XHRQ8,1,5.45,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),F6ZYK,F6ZYK,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),52GHH,52GHH,1,5.87,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),A22A7,A22A7,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),3HV8Y,3HV8Y,1,5.97,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),NMJQX,NMJQX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),DSX4M,DSX4M,1,4.98,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),XRLJL,XRLJL,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),Y6KE2,VXXZW,0,8.62,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),9JPNB,4LYXW,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),R8MKF,DEJ32,0,4.27,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),FXLCM,FXLCM,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),P6MUQ,P6MUQ,1,9.06,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),U8C6S,U8C6S,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),KB5EG,9E5FC,0,9.25,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),L9LBQ,L9LBQ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),F2R2C,F2R2C,1,6.01,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),PRATZ,PRATZ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),2SAAZ,2SAAZ,1,5.41,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),ENUF4,QSSPX,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),E9R2F,E9R2F,1,4.57,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),9GASD,9GASD,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),B6JTB,B6JTB,1,7.57,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),AYPNT,AYPNT,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),GXAPD,GXAPD,1,7.24,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),E4DZD,E4DZD,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),RV249,RV249,1,5.07,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),BRG7L,BRG7L,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),CDUR8,CDUR8,1,8.07,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),6WQ9J,6WQ9J,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),FBK3L,FBK3L,1,8.96,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),6AEWL,JZMLD,0,0,0.0,FAILURE_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),NQ4YR,NQ4YR,1,8.58,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),DYB8F,DYB8F,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),RUQV2,RUQV2,1,7.79,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),49E7D,49E7D,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),CWA5S,CWA5S,1,6.96,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),9XLSY,9XLSY,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),ZRXWE,A7SRR,0,7.29,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),F2LLJ,F2LLJ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),WNHQ3,WNHQ3,1,6.49,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),L9ZAN,L9ZAN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),ACVVK,ACVVK,1,7.58,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),QL445,QL445,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),VRXYD,VRXYD,1,5.39,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),48KSY,48KSY,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),R4ZPJ,R4ZPJ,1,9.51,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),NQ3YD,NQ3YD,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),WXD6Q,RSB74,0,3.94,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),RS7FU,RS7FU,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),DXVL6,2J89Q,0,9.41,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),EPYZK,EPYZK,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),LZTGG,LZTGG,1,5.42,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),X9W8S,X9W8S,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),Y2TU8,Y2TU8,1,8.24,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),4K53S,4K53S,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),BBJ39,BBJ39,1,8.88,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),YK2B4,YK2B4,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),XTHWN,KX7N8,0,8.59,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),9LTAJ,9LTAJ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (semantic),5QHWY,V28KF,0,6.83,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),XFFSN,XFFSN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),JF5AQ,JF5AQ,1,9.5,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (question),V2W4K,V2W4K,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),CYS8S,CYS8S,1,6.8,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),NM6XL,NM6XL,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),2S949,2S949,1,5.42,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (semantic),HW7HB,HW7HB,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (question),3DJZA,3QB6G,0,5.62,0.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),S8F8T,S8F8T,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
image (adversarial),GWGX4,GWGX4,1,7.92,1.0,HUMAN_AGENT,G1_Baseline,0.5,0.5,0.5
image (adversarial),92W8Z,92W8Z,1,0,1.0,SUCCESS_MLLM,G1_Baseline,0.5,0.5,0.5
