captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate,Target
image (semantic),58RHN,58RHN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.4,10,1.0
image (semantic),RZPGU,RZPGU,1,5.02,1.0,HUMAN_AGENT,G1_Baseline,2,0.36,10,1.0
image (question),2U1RS,2U1RS,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.32,10,1.0
image (question),N3BZT,9QM3P,0,5.08,0.0,HUMAN_AGENT,G1_Baseline,3,0.32,10,0.0
image (question),91I3V,91I3V,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.47,10,1.0
image (question),FFHHC,FFHHC,1,5.27,1.0,HUMAN_AGENT,G1_Baseline,3,0.41,10,1.0
image (adversarial),ZKJ49,2795E,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.46,10,0.0
image (adversarial),5IZ31,5IZ31,1,4.88,1.0,HUMAN_AGENT,G1_Baseline,4,0.38,10,1.0
image (question),OQW5D,N8LA1,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.45,10,0.0
image (semantic),00QXM,00QXM,1,6.01,1.0,HUMAN_AGENT,G1_Baseline,2,0.46,10,1.0
image (semantic),HJ3MU,1BW4A,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.47,10,0.0
image (question),7FQ9P,7FQ9P,1,9.12,1.0,HUMAN_AGENT,G1_Baseline,4,0.48,10,1.0
image (semantic),5DMCX,5DMCX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.33,10,1.0
image (adversarial),01PDD,01PDD,1,6.64,1.0,HUMAN_AGENT,G1_Baseline,2,0.4,10,1.0
image (adversarial),QAME4,QAME4,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.33,10,1.0
image (adversarial),D3DNK,CUVFM,0,7.74,0.0,HUMAN_AGENT,G1_Baseline,3,0.45,10,0.0
image (adversarial),H07WP,H07WP,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.32,10,1.0
image (adversarial),E0MP2,E0MP2,1,7.21,1.0,HUMAN_AGENT,G1_Baseline,2,0.36,10,1.0
image (question),ZK7A4,ZK7A4,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.34,10,1.0
image (adversarial),0KB68,0KB68,1,7.16,1.0,HUMAN_AGENT,G1_Baseline,3,0.38,10,1.0
image (question),T997E,T997E,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.38,10,1.0
image (adversarial),181AC,KZ1PO,0,5.79,0.0,HUMAN_AGENT,G1_Baseline,3,0.34,10,0.0
image (adversarial),XTFDC,XTFDC,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.49,10,1.0
image (adversarial),OW4YC,OW4YC,1,3.6,1.0,HUMAN_AGENT,G1_Baseline,4,0.39,10,1.0
image (adversarial),PQVL0,PQVL0,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.34,10,1.0
image (semantic),ZF8S2,ZF8S2,1,8.47,1.0,HUMAN_AGENT,G1_Baseline,4,0.35,10,1.0
image (semantic),J51B3,J51B3,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.4,10,1.0
image (adversarial),UCQMR,UCQMR,1,3.72,1.0,HUMAN_AGENT,G1_Baseline,4,0.33,10,1.0
image (semantic),U0ISB,U0ISB,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.35,10,1.0
image (semantic),7G8B2,7G8B2,1,4.74,1.0,HUMAN_AGENT,G1_Baseline,4,0.45,10,1.0
image (adversarial),6L3UE,6L3UE,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.48,10,1.0
image (question),SBO55,SBO55,1,5.58,1.0,HUMAN_AGENT,G1_Baseline,3,0.37,10,1.0
image (adversarial),K20IN,K20IN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.5,10,1.0
image (question),T2F7A,AX40D,0,9.66,0.0,HUMAN_AGENT,G1_Baseline,4,0.37,10,0.0
image (adversarial),TIRC9,6SZN9,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.36,10,0.0
image (question),DDE3C,JL2Z0,0,4.66,0.0,HUMAN_AGENT,G1_Baseline,4,0.31,10,0.0
image (adversarial),LJCH2,LJCH2,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.32,10,1.0
image (adversarial),QOT8H,QOT8H,1,8.65,1.0,HUMAN_AGENT,G1_Baseline,3,0.39,10,1.0
image (adversarial),KZVH4,OBK3G,0,0,0.0,FAILURE_MLLM,G1_Baseline,2,0.32,10,0.0
image (adversarial),84UTD,84UTD,1,3.43,1.0,HUMAN_AGENT,G1_Baseline,2,0.46,10,1.0
image (question),2IHOY,2IHOY,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.32,10,1.0
image (semantic),3AC6P,3AC6P,1,9.6,1.0,HUMAN_AGENT,G1_Baseline,2,0.32,10,1.0
image (adversarial),B7P0R,B7P0R,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.44,10,1.0
image (semantic),6JQFW,6JQFW,1,9.18,1.0,HUMAN_AGENT,G1_Baseline,4,0.35,10,1.0
image (question),RDNPX,RDNPX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.35,10,1.0
image (semantic),92MTR,92MTR,1,3.18,1.0,HUMAN_AGENT,G1_Baseline,4,0.4,10,1.0
image (question),VB3K3,9DXJ3,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.41,10,0.0
image (adversarial),7C9H4,7C9H4,1,7.15,1.0,HUMAN_AGENT,G1_Baseline,3,0.37,10,1.0
image (question),3Z6BZ,438TG,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.41,10,0.0
image (adversarial),BCVAR,G25CF,0,5.39,0.0,HUMAN_AGENT,G1_Baseline,3,0.48,10,0.0
image (question),ZFDSN,ZFDSN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.37,10,1.0
image (question),DKEF8,DKEF8,1,7.95,1.0,HUMAN_AGENT,G1_Baseline,4,0.49,10,1.0
image (question),U6WMX,U6WMX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.38,10,1.0
image (question),E088O,E088O,1,8.66,1.0,HUMAN_AGENT,G1_Baseline,4,0.31,10,1.0
image (semantic),WXDRL,WXDRL,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.35,10,1.0
image (adversarial),5DZX5,5DZX5,1,3.47,1.0,HUMAN_AGENT,G1_Baseline,3,0.3,10,1.0
image (semantic),JDAN0,MN32U,0,0,0.0,FAILURE_MLLM,G1_Baseline,2,0.48,10,0.0
image (adversarial),1IQ2B,1IQ2B,1,4.19,1.0,HUMAN_AGENT,G1_Baseline,2,0.36,10,1.0
image (semantic),N0T6D,N0T6D,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.5,10,1.0
image (adversarial),PXVPB,PXVPB,1,6.88,1.0,HUMAN_AGENT,G1_Baseline,3,0.34,10,1.0
image (semantic),7TXKD,7TXKD,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.41,10,1.0
image (adversarial),MPKXV,MPKXV,1,5.04,1.0,HUMAN_AGENT,G1_Baseline,2,0.32,10,1.0
image (question),C4LOR,C4LOR,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.35,10,1.0
image (semantic),G5NQJ,G5NQJ,1,4.06,1.0,HUMAN_AGENT,G1_Baseline,3,0.35,10,1.0
image (adversarial),ZDY3O,ZDY3O,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.35,10,1.0
image (adversarial),3PT5R,3PT5R,1,8.98,1.0,HUMAN_AGENT,G1_Baseline,2,0.4,10,1.0
image (semantic),BUSU9,BUSU9,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.32,10,1.0
image (question),983EP,983EP,1,7.17,1.0,HUMAN_AGENT,G1_Baseline,4,0.39,10,1.0
image (semantic),L03DU,L03DU,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.37,10,1.0
image (adversarial),7AZV2,7AZV2,1,7.08,1.0,HUMAN_AGENT,G1_Baseline,2,0.38,10,1.0
image (semantic),8DD22,8DD22,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.48,10,1.0
image (question),XURGO,XURGO,1,5.77,1.0,HUMAN_AGENT,G1_Baseline,4,0.42,10,1.0
image (semantic),5YBRJ,5YBRJ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.3,10,1.0
image (semantic),44Y9I,0VDP6,0,5.25,0.0,HUMAN_AGENT,G1_Baseline,3,0.49,10,0.0
image (question),ORSNC,ORSNC,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.31,10,1.0
image (adversarial),E45BG,E45BG,1,3.35,1.0,HUMAN_AGENT,G1_Baseline,2,0.47,10,1.0
image (adversarial),MHNQO,MHNQO,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.44,10,1.0
image (semantic),VG5VM,KNFU8,0,7.82,0.0,HUMAN_AGENT,G1_Baseline,2,0.47,10,0.0
image (question),4XYJO,4XYJO,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.47,10,1.0
image (question),6XVAJ,NMJQY,0,5.97,0.0,HUMAN_AGENT,G1_Baseline,3,0.44,10,0.0
image (question),3ODSX,3ODSX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.41,10,1.0
image (question),KDC9X,GSIC4,0,7.56,0.0,HUMAN_AGENT,G1_Baseline,3,0.35,10,0.0
image (semantic),3OLFA,O0U93,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.5,10,0.0
image (semantic),MZYWR,5GDEJ,0,8.88,0.0,HUMAN_AGENT,G1_Baseline,4,0.37,10,0.0
image (adversarial),31GYM,31GYM,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.34,10,1.0
image (question),L2LJK,L2LJK,1,9.61,1.0,HUMAN_AGENT,G1_Baseline,2,0.39,10,1.0
image (adversarial),C6S5N,C6S5N,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.38,10,1.0
image (adversarial),HOU6Q,WGWAJ,0,6.41,0.0,HUMAN_AGENT,G1_Baseline,3,0.47,10,0.0
image (semantic),1G1R1,1G1R1,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.33,10,1.0
image (semantic),O8NBH,AA0I5,0,6.72,0.0,HUMAN_AGENT,G1_Baseline,3,0.49,10,0.0
image (semantic),LDSLC,LDSLC,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.36,10,1.0
image (adversarial),SSPYE,SSPYE,1,9.35,1.0,HUMAN_AGENT,G1_Baseline,3,0.37,10,1.0
image (adversarial),3AI9H,3AI9H,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.42,10,1.0
image (adversarial),Z2NX1,AYPNT,0,7.57,0.0,HUMAN_AGENT,G1_Baseline,4,0.31,10,0.0
image (question),RFZWK,RFZWK,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.32,10,1.0
image (adversarial),VE3DZ,VE3DZ,1,7.26,1.0,HUMAN_AGENT,G1_Baseline,2,0.36,10,1.0
image (semantic),239MO,YRIAD,0,0,0.0,FAILURE_MLLM,G1_Baseline,2,0.31,10,0.0
image (adversarial),DUR82,Q9JB3,0,7.51,0.0,HUMAN_AGENT,G1_Baseline,2,0.44,10,0.0
image (adversarial),54MYP,54MYP,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.32,10,1.0
image (adversarial),EXL68,EXL68,1,5.4,1.0,HUMAN_AGENT,G1_Baseline,3,0.48,10,1.0
image (question),EOQ4Y,GE094,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.46,10,0.0
image (semantic),D6RUP,506RR,0,9.04,0.0,HUMAN_AGENT,G1_Baseline,4,0.38,10,0.0
image (question),5PCXA,5PCXA,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.4,10,1.0
image (semantic),U9YMS,MYN4U,0,4.74,0.0,HUMAN_AGENT,G1_Baseline,4,0.42,10,0.0
image (adversarial),9BXF4,9BXF4,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.47,10,1.0
image (adversarial),LLKST,LLKST,1,6.11,1.0,HUMAN_AGENT,G1_Baseline,3,0.38,10,1.0
image (adversarial),UDRL9,UDRL9,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.43,10,1.0
image (question),BT328,BT328,1,7.58,1.0,HUMAN_AGENT,G1_Baseline,4,0.36,10,1.0
image (question),QM334,QM334,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.41,10,1.0
image (question),ZNQDX,SZBFF,0,5.04,0.0,HUMAN_AGENT,G1_Baseline,2,0.37,10,0.0
image (adversarial),ZZDVG,ZZDVG,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.34,10,1.0
image (question),DO74V,RTB74,0,3.94,0.0,HUMAN_AGENT,G1_Baseline,3,0.39,10,0.0
image (adversarial),RS7GU,RS7GU,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.46,10,1.0
image (semantic),V5SN9,V5SN9,1,5.4,1.0,HUMAN_AGENT,G1_Baseline,4,0.45,10,1.0
image (question),K2EV5,K2EV5,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.36,10,1.0
image (semantic),L0THH,Z9GTW,0,3.93,0.0,HUMAN_AGENT,G1_Baseline,4,0.36,10,0.0
image (question),Z1UU7,T5PAD,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.38,10,0.0
image (adversarial),NBCJ2,K1B3D,0,7.83,0.0,HUMAN_AGENT,G1_Baseline,3,0.44,10,0.0
image (question),5050U,5050U,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.4,10,1.0
image (adversarial),X7N89,X7N89,1,4.76,1.0,HUMAN_AGENT,G1_Baseline,3,0.49,10,1.0
image (semantic),W2536,W2536,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.44,10,1.0
image (adversarial),TV18K,TV18K,1,4.22,1.0,HUMAN_AGENT,G1_Baseline,2,0.5,10,1.0
image (adversarial),SNPUE,SNPUE,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.47,10,1.0
image (question),ZFFLB,ZFFLB,1,8.53,1.0,HUMAN_AGENT,G1_Baseline,4,0.42,10,1.0
image (question),TCZS8,TCZS8,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.31,10,1.0
image (adversarial),TOM5X,RU1XE,0,7.33,0.0,HUMAN_AGENT,G1_Baseline,3,0.37,10,0.0
image (semantic),MIX7I,MIX7I,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.44,10,1.0
image (semantic),2EJ0A,2EJ0A,1,6.56,1.0,HUMAN_AGENT,G1_Baseline,4,0.46,10,1.0
image (question),RKXLC,RKXLC,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.33,10,1.0
image (question),WHWHY,P3CYA,0,8.19,0.0,HUMAN_AGENT,G1_Baseline,2,0.34,10,0.0
image (adversarial),ZBCGJ,OQOLO,0,0,0.0,FAILURE_MLLM,G1_Baseline,2,0.41,10,0.0
image (adversarial),EAZC0,EAZC0,1,6.52,1.0,HUMAN_AGENT,G1_Baseline,2,0.44,10,1.0
image (question),KYVK7,KYVK7,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.38,10,1.0
image (adversarial),FH024,FH024,1,9.21,1.0,HUMAN_AGENT,G1_Baseline,3,0.49,10,1.0
image (adversarial),85X8A,85X8A,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.33,10,1.0
image (semantic),VT8K0,FGWJE,0,8.96,0.0,HUMAN_AGENT,G1_Baseline,4,0.37,10,0.0
image (question),YUB19,YUB19,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.39,10,1.0
image (question),YJHU8,YJHU8,1,5.0,1.0,HUMAN_AGENT,G1_Baseline,3,0.33,10,1.0
image (question),CGRLX,CGRLX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.42,10,1.0
image (semantic),38GL2,38GL2,1,5.52,1.0,HUMAN_AGENT,G1_Baseline,4,0.45,10,1.0
image (adversarial),YLRQ1,YLRQ1,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.41,10,1.0
image (adversarial),CK36H,4W3U1,0,9.24,0.0,HUMAN_AGENT,G1_Baseline,4,0.48,10,0.0
image (semantic),HBJ6T,HBJ6T,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.46,10,1.0
image (question),6V4ES,6V4ES,1,4.67,1.0,HUMAN_AGENT,G1_Baseline,2,0.38,10,1.0
image (question),89Y1F,89Y1F,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.34,10,1.0
image (semantic),80RMH,80RMH,1,3.3,1.0,HUMAN_AGENT,G1_Baseline,3,0.35,10,1.0
image (question),H6NQQ,H6NQQ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.31,10,1.0
image (semantic),ZS34J,X4SN6,0,5.56,0.0,HUMAN_AGENT,G1_Baseline,4,0.41,10,0.0
image (adversarial),SM5RR,SM5RR,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.3,10,1.0
image (adversarial),ISKFF,LEYRV,0,5.9,0.0,HUMAN_AGENT,G1_Baseline,4,0.44,10,0.0
image (adversarial),XOIEV,FF7SO,0,0,0.0,FAILURE_MLLM,G1_Baseline,2,0.43,10,0.0
image (question),8W503,G3V23,0,9.07,0.0,HUMAN_AGENT,G1_Baseline,2,0.34,10,0.0
image (adversarial),GXJ0M,GXJ0M,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.42,10,1.0
image (question),NDH4S,NDH4S,1,6.33,1.0,HUMAN_AGENT,G1_Baseline,3,0.47,10,1.0
image (question),WB2SE,WB2SE,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.43,10,1.0
image (semantic),A7YPP,A7YPP,1,8.62,1.0,HUMAN_AGENT,G1_Baseline,2,0.44,10,1.0
image (semantic),2NV01,2NV01,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.42,10,1.0
image (adversarial),RI4K5,UEAXY,0,8.53,0.0,HUMAN_AGENT,G1_Baseline,3,0.35,10,0.0
image (semantic),LNFXJ,LNFXJ,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.38,10,1.0
image (question),9OHTU,9OHTU,1,9.92,1.0,HUMAN_AGENT,G1_Baseline,2,0.37,10,1.0
image (semantic),U1OE5,U1OE5,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.45,10,1.0
image (question),8DS22,8DS22,1,5.72,1.0,HUMAN_AGENT,G1_Baseline,4,0.44,10,1.0
image (adversarial),W23QV,W23QV,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.31,10,1.0
image (question),V07OX,V07OX,1,8.42,1.0,HUMAN_AGENT,G1_Baseline,3,0.44,10,1.0
image (adversarial),GRA47,GRA47,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.36,10,1.0
image (adversarial),SZWYM,SZWYM,1,4.93,1.0,HUMAN_AGENT,G1_Baseline,4,0.3,10,1.0
image (adversarial),OYOHA,OYOHA,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.31,10,1.0
image (adversarial),0UUM3,0UUM3,1,5.83,1.0,HUMAN_AGENT,G1_Baseline,2,0.42,10,1.0
image (question),AGSUS,53UY8,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.49,10,0.0
image (adversarial),U118Q,U118Q,1,4.8,1.0,HUMAN_AGENT,G1_Baseline,3,0.48,10,1.0
image (question),N2HZ2,N2HZ2,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.49,10,1.0
image (adversarial),ZJKO0,ZJKO0,1,5.47,1.0,HUMAN_AGENT,G1_Baseline,3,0.32,10,1.0
image (adversarial),6J8Y6,6J8Y6,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.45,10,1.0
image (adversarial),5HHIW,XW1TB,0,7.73,0.0,HUMAN_AGENT,G1_Baseline,2,0.46,10,0.0
image (question),RWR96,RWR96,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.4,10,1.0
image (semantic),HUB2R,HUB2R,1,7.8,1.0,HUMAN_AGENT,G1_Baseline,4,0.31,10,1.0
image (semantic),G9ZQY,G9ZQY,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.43,10,1.0
image (semantic),LWJTI,LWJTI,1,6.49,1.0,HUMAN_AGENT,G1_Baseline,3,0.49,10,1.0
image (question),HZN4K,HZN4K,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.41,10,1.0
image (question),3Z2T4,3Z2T4,1,8.64,1.0,HUMAN_AGENT,G1_Baseline,2,0.33,10,1.0
image (semantic),GR94S,GR94S,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.36,10,1.0
image (question),UUOYC,UUOYC,1,8.21,1.0,HUMAN_AGENT,G1_Baseline,3,0.4,10,1.0
image (question),JMU3M,HUXG2,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.32,10,0.0
image (semantic),MYR06,MYR06,1,4.01,1.0,HUMAN_AGENT,G1_Baseline,3,0.42,10,1.0
image (semantic),G3MWU,G3MWU,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.32,10,1.0
image (semantic),LKJXJ,QG4EI,0,6.65,0.0,HUMAN_AGENT,G1_Baseline,3,0.46,10,0.0
image (semantic),J00HO,J00HO,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.31,10,1.0
image (semantic),AO1CJ,AO1CJ,1,4.73,1.0,HUMAN_AGENT,G1_Baseline,2,0.32,10,1.0
image (semantic),KWE4B,Q57TE,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.37,10,0.0
image (question),8TVQ0,MT2PN,0,5.17,0.0,HUMAN_AGENT,G1_Baseline,4,0.39,10,0.0
image (question),JKA34,JKA34,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.36,10,1.0
image (adversarial),78RAP,78RAP,1,4.32,1.0,HUMAN_AGENT,G1_Baseline,3,0.42,10,1.0
image (adversarial),5PIZX,5PIZX,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.34,10,1.0
image (question),I163Y,4GKWW,0,5.89,0.0,HUMAN_AGENT,G1_Baseline,3,0.43,10,0.0
image (adversarial),JWGAB,JWGAB,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.3,10,1.0
image (semantic),EPADA,NZBC1,0,6.49,0.0,HUMAN_AGENT,G1_Baseline,2,0.37,10,0.0
image (adversarial),FJOTG,FJOTG,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.46,10,1.0
image (question),1I1P0,9RYLL,0,6.65,0.0,HUMAN_AGENT,G1_Baseline,2,0.34,10,0.0
image (semantic),WB7SJ,5HEWL,0,0,0.0,FAILURE_MLLM,G1_Baseline,4,0.36,10,0.0
image (question),GJE2A,GJE2A,1,7.17,1.0,HUMAN_AGENT,G1_Baseline,2,0.42,10,1.0
image (semantic),NDFDW,NDFDW,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.31,10,1.0
image (semantic),Z2EI9,N0JBZ,0,3.15,0.0,HUMAN_AGENT,G1_Baseline,4,0.45,10,0.0
image (semantic),UTRUT,V4FTQ,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.45,10,0.0
image (adversarial),3TQ1S,WLC83,0,5.55,0.0,HUMAN_AGENT,G1_Baseline,4,0.34,10,0.0
image (adversarial),GY1FK,GY1FK,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.43,10,1.0
image (adversarial),XB7GB,XB7GB,1,7.49,1.0,HUMAN_AGENT,G1_Baseline,2,0.4,10,1.0
image (adversarial),NRWVB,NRWVB,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.42,10,1.0
image (question),7X73Q,32CWT,0,9.23,0.0,HUMAN_AGENT,G1_Baseline,4,0.31,10,0.0
image (question),04CHS,04CHS,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.45,10,1.0
image (adversarial),GXU8U,YZPD2,0,7.04,0.0,HUMAN_AGENT,G1_Baseline,4,0.38,10,0.0
image (question),TSXTV,LN1P0,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.48,10,0.0
image (semantic),VUH17,VUH17,1,5.78,1.0,HUMAN_AGENT,G1_Baseline,3,0.37,10,1.0
image (adversarial),09VS9,09VS9,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.3,10,1.0
image (question),L1737,L1737,1,3.26,1.0,HUMAN_AGENT,G1_Baseline,4,0.41,10,1.0
image (semantic),MENUI,MENUI,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.32,10,1.0
image (adversarial),HCLRR,0UCC1,0,5.1,0.0,HUMAN_AGENT,G1_Baseline,4,0.44,10,0.0
image (question),M3O55,WWBSL,0,0,0.0,FAILURE_MLLM,G1_Baseline,2,0.45,10,0.0
image (question),ULZFY,ULZFY,1,3.63,1.0,HUMAN_AGENT,G1_Baseline,3,0.49,10,1.0
image (semantic),P2FMR,P2FMR,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.31,10,1.0
image (question),OPZ1R,OPZ1R,1,6.93,1.0,HUMAN_AGENT,G1_Baseline,2,0.4,10,1.0
image (adversarial),9SIJP,9SIJP,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.48,10,1.0
image (semantic),ONGMX,ONGMX,1,9.93,1.0,HUMAN_AGENT,G1_Baseline,3,0.33,10,1.0
image (question),PFB3H,EB875,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.33,10,0.0
image (question),3AYEQ,3AYEQ,1,4.43,1.0,HUMAN_AGENT,G1_Baseline,2,0.37,10,1.0
image (semantic),SJR0F,SJR0F,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.43,10,1.0
image (semantic),XBGK2,NJ4X5,0,3.06,0.0,HUMAN_AGENT,G1_Baseline,4,0.35,10,0.0
image (semantic),A5XIN,A5XIN,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.32,10,1.0
image (adversarial),VDH8U,R0AYM,0,5.13,0.0,HUMAN_AGENT,G1_Baseline,4,0.3,10,0.0
image (adversarial),K99JC,8IMOE,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.48,10,0.0
image (adversarial),0SY5Y,0SY5Y,1,5.19,1.0,HUMAN_AGENT,G1_Baseline,3,0.35,10,1.0
image (adversarial),VQEXU,VQEXU,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.46,10,1.0
image (question),ZSE99,U8EL5,0,5.22,0.0,HUMAN_AGENT,G1_Baseline,2,0.43,10,0.0
image (question),015OO,J2DG1,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.45,10,0.0
image (adversarial),WJUII,SVZN4,0,6.34,0.0,HUMAN_AGENT,G1_Baseline,4,0.31,10,0.0
image (semantic),REGB1,REGB1,1,0,1.0,SUCCESS_MLLM,G1_Baseline,2,0.49,10,1.0
image (semantic),YHHG8,5P1V3,0,9.07,0.0,HUMAN_AGENT,G1_Baseline,3,0.47,10,0.0
image (adversarial),ZO7UT,ZO7UT,1,0,1.0,SUCCESS_MLLM,G1_Baseline,4,0.48,10,1.0
image (adversarial),Q3B9S,Q3B9S,1,6.61,1.0,HUMAN_AGENT,G1_Baseline,3,0.5,10,1.0
image (semantic),WBKOK,WBKOK,1,0,1.0,SUCCESS_MLLM,G1_Baseline,3,0.39,10,1.0
image (adversarial),7Y6QX,7Y6QX,1,7.1,1.0,HUMAN_AGENT,G1_Baseline,2,0.44,10,1.0
image (question),6TOLA,5DLXZ,0,0,0.0,FAILURE_MLLM,G1_Baseline,3,0.42,10,0.0
